Left-to-right mark	369817	por	Qual o lugar mais bonito do mundo?‎	MUIRIEL	2010-03-07 22:21:42	2010-07-30 15:38:33
Multiplication sign: possible homoglyph	10345729	por	As damas internacionais, uma das mais conhecidas variantes do jogo de damas, são jogadas em tabuleiro de 100 (10x10) casas, dispondo cada jogador, inicialmente, de 20 peças.	carlosalberto	2021-10-06 11:50:49	2021-10-11 11:27:52
Multiplication sign: possible homoglyph	10348426	por	No nono lance da partida, o Branco capturou, com sua peça em 25, duas peças adversárias (nas casas 20 e 09) e atingiu a casa 03. A anotação desse lance seria: 9. 25 x 3.	carlosalberto	2021-10-07 16:56:19	2021-10-07 16:56:19
Multiplication sign: possible homoglyph	10355801	por	Go é jogado num tabuleiro com o mesmo número de linhas verticais e horizontais, incluindo as linhas que delimitam o tabuleiro. Os tabuleiros mais utilizados são os de 9x9, 13x13 e 19x19 linhas.	carlosalberto	2021-10-11 02:24:35	2021-10-11 02:24:35
Multiplication sign: possible homoglyph	10357230	por	Em um tabuleiro de 19x19 linhas, o Go é jogado com 361 pedras (181 pretas e 180 brancas).	carlosalberto	2021-10-11 20:40:37	2021-10-11 20:40:37
Multiplication sign: possible homoglyph	10358654	por	O tamanho padrão do tabuleiro de Go é 19x19. Outros tamanhos de tabuleiro como 13x13 ou 9x9 também são usados, geralmente por iniciantes ou jogadores que desejam jogos mais curtos.	carlosalberto	2021-10-12 16:50:38	2021-10-12 16:50:38
Foreign: code = código	10364874	por	Você poderia escanear esse QR code para mim?	Ricardo14	2021-10-15 20:33:43	2021-10-15 20:33:43
Multiplication sign: possible homoglyph	10372545	por	Acabo de ver a reprodução de uma partida de Go, jogada em um tabuleiro 13 x 13. Foram realizados 129 lances (65 P, 64 B), com 13 capturas por Pretas e 12 por Brancas. Pretas venceram por 20 a 16.	carlosalberto	2021-10-19 09:59:57	2021-10-19 09:59:57
Period: preceeded by space	10404863	por	O tabuleiro de Go é um dos últimos lugares do planeta que ainda não se encontra sob o domínio das máquinas. .	carlosalberto	2021-10-20 17:35:32	2021-10-20 17:47:04
Final punctuation	10515810	por	Desejo conhecer o mundo	Ricardo14	2021-11-18 22:50:07	2021-11-18 22:50:07
Straight quotation marks: odd number	10537317	por	"Oi, Ryck! Como você está?" "Estou muito bem, obrigado, e você? "Estou bem também, obrigado!"	Ricardo14	2021-11-30 11:58:24	2021-11-30 11:58:24
English quotation marks: unclosed opening mark	10540676	por	A professora: “Quando dois triângulos são congruentes, Anna?" Anna: "Quando os três lados têm o mesmo comprimento." A professora: "Correto. Quando mais, Paulo?" Paulo: "Não sei, professora." "A professora: "Tânia!" Daniel: "Quando dois lados e o ângulo que eles formam são iguais!" A professora: "Certo, mas seu nome é Tânia? Não precisa responder! Tânia, você conhece outra lei da congruência?"	carlosalberto	2021-12-02 13:03:16	2021-12-02 13:03:16
Quotation marks: mixed curly and straight	10540676	por	A professora: “Quando dois triângulos são congruentes, Anna?" Anna: "Quando os três lados têm o mesmo comprimento." A professora: "Correto. Quando mais, Paulo?" Paulo: "Não sei, professora." "A professora: "Tânia!" Daniel: "Quando dois lados e o ângulo que eles formam são iguais!" A professora: "Certo, mas seu nome é Tânia? Não precisa responder! Tânia, você conhece outra lei da congruência?"	carlosalberto	2021-12-02 13:03:16	2021-12-02 13:03:16
Multiplication sign: possible homoglyph	10554679	por	Magnus Carlsen manteve seu título de Campeão Mundial de Xadrez. Com quatro vitórias e sete empates em onze partidas, subjugou por 7,5 x 3,5 o desafiante Ian Nepomniachtchi, que ao longo da competição cometeu alguns erros graves.	carlosalberto	2021-12-10 16:20:26	2024-02-04 12:16:45
Question mark: preceeded by space	10571535	por	Sim, eu sou José. E você é... ?	Ricardo14	2021-12-20 16:31:19	2021-12-20 16:31:19
Final punctuation	10573186	por	Os níveis de hCG sobem e descem, mas são detectados durante toda a gravidez, estando, então, sempre de plantão para proteger o bebê de rejeição pelo sistema imunológico da mãe	carlosalberto	2021-12-21 19:37:31	2021-12-21 19:37:31
Parentheses: opening mark preceeded by letter or digit	10633746	por	Ele(a) está bem?	User102463	2022-01-21 13:28:03	2022-01-21 13:28:03
Capitalization	10645774	por	qual é o objetivo do mercado de ações?	pedromagia	2022-01-27 11:05:16	2022-01-27 11:05:16
Straight quotation marks: preceeded and succeeded by space	10659215	por	"Muito bem, acho que concordarás com este." "NÃO me vou vestir de banana." "Os póneis equestrianos querem que te vistas de banana. É o teu dever cívico... Olha, tenho feito cedências. A minha nova proposta apenas te obriga a vestires-te de banana durante as funções estatais." "Isso não devia estar num plano orçamental, Luna." "Bem, de que outra forma sou suposto conseguir que te vistas de banana? Recusaste a estar aberto a negociações!" " Sabes que temos duas semanas para chegar a acordo sobre um orçamento adequado." Duas semanas mais tarde, depois de não ter sido possível chegar a acordo, a violência começou.	Luciferous	2022-02-04 21:13:06	2022-02-05 10:35:08
Final punctuation	10667750	por	Ela participou ao concurso	Kiriboss19	2022-02-10 15:35:41	2022-02-10 15:35:41
Final punctuation	10667752	por	Ela pedia somente de não reviver seu passado	Kiriboss19	2022-02-10 15:37:03	2022-02-10 15:37:03
Final punctuation	10667776	por	Um, dois, três, quatro, cinco	Kiriboss19	2022-02-10 15:55:19	2022-02-10 15:55:19
English quotation marks: unclosed opening mark	10678126	por	“Esse jogador é super bom!" “Sim, ele joga futebol desde menino."	carlosalberto	2022-02-17 14:54:12	2022-02-17 14:54:12
English quotation marks: unbalanced opening marks	10678126	por	“Esse jogador é super bom!" “Sim, ele joga futebol desde menino."	carlosalberto	2022-02-17 14:54:12	2022-02-17 14:54:12
Quotation marks: mixed curly and straight	10678126	por	“Esse jogador é super bom!" “Sim, ele joga futebol desde menino."	carlosalberto	2022-02-17 14:54:12	2022-02-17 14:54:12
Final punctuation	10683464	por	Agora eu me lembro	Shujinko	2022-02-20 19:44:31	2022-02-22 22:08:12
Capitalization	10687141	por	"boieis" é uma palavra que alguém está solicitando em Tatoeba.	Shujinko	2022-02-22 22:34:47	2022-02-22 22:34:47
Final punctuation	10709431	por	Tom é um vendedor de livros	MrJuice	2022-03-08 21:41:19	2022-03-08 21:41:19
Parentheses: opening mark preceeded by letter or digit	10723355	por	Ele ou ela tem 30 dias para recorrer à proteção prevista pela Secção 37.9(g).	Cangarejo	2022-03-17 20:04:47	2022-03-17 20:04:47
Foreign: Insane = Louco	10747937	por	Júgalos, como são conhecidos os apoiantes do grupo de rap Insane Clown Posse, reúnem-se em frente ao Memorial de Lincoln em Washington durante uma manifestação, no sábado, a 16 de set. de 2017, para protestar e exigir que o FBI rescinda a sua classificação dos júgalos como sendo um "gangue híbrido vagamente organizado".	Cangarejo	2022-03-31 20:03:32	2023-06-02 09:41:50
Final punctuation	10761384	por	Viado	Cristopher_Ladines_J	2022-04-10 05:52:30	2022-04-12 21:23:38
Final punctuation	10765854	por	As girafas agruparam-se e permaneceram juntas	filipa	2022-04-13 12:37:07	2022-04-13 12:37:07
Final punctuation	10765919	por	Esperava um jogo mais difícil	filipa	2022-04-13 12:44:35	2022-04-13 12:44:35
Final punctuation	10776875	por	Eu procurei pelo número de telefone dele em uma lista telefônica	DavidDias	2022-04-20 21:15:32	2022-04-20 21:15:32
Final punctuation	10779297	por	Espera-se que até o final da semana a temperatura se eleve	carlosalberto	2022-04-22 12:50:33	2022-04-22 12:50:33
Final punctuation	10806837	por	Pássaros-da-morte	Felipaobom	2022-05-05 20:29:04	2022-05-05 20:29:04
English quotation marks: unclosed opening mark	10847097	por	"Ignorante, você deveria se dirigir a mim como 'senhor'." "Por que senhor?" “Você não aprendeu boas maneiras quando criança, não é? Eu sou seu professor e você é meu aluno, é por isso!" “Mas eu não pedi para você me ensinar, meus pais sim. Então, por que devo me comunicar formalmente com alguém com quem nem quero me comunicar?"	carlosalberto	2022-05-21 17:25:04	2022-05-21 17:25:04
English quotation marks: unbalanced opening marks	10847097	por	"Ignorante, você deveria se dirigir a mim como 'senhor'." "Por que senhor?" “Você não aprendeu boas maneiras quando criança, não é? Eu sou seu professor e você é meu aluno, é por isso!" “Mas eu não pedi para você me ensinar, meus pais sim. Então, por que devo me comunicar formalmente com alguém com quem nem quero me comunicar?"	carlosalberto	2022-05-21 17:25:04	2022-05-21 17:25:04
Quotation marks: mixed curly and straight	10847097	por	"Ignorante, você deveria se dirigir a mim como 'senhor'." "Por que senhor?" “Você não aprendeu boas maneiras quando criança, não é? Eu sou seu professor e você é meu aluno, é por isso!" “Mas eu não pedi para você me ensinar, meus pais sim. Então, por que devo me comunicar formalmente com alguém com quem nem quero me comunicar?"	carlosalberto	2022-05-21 17:25:04	2022-05-21 17:25:04
Straight quotation marks: preceeded and succeeded by space	10849263	por	"Quantos filhos tu tens?" " Dois filhos e uma filha."	carlosalberto	2022-05-22 13:37:55	2022-05-22 13:37:55
English quotation marks: unclosed opening mark	10854363	por	Eles me responderam: “Por que um chapéu seria assustador?"	carlosalberto	2022-05-24 12:26:14	2022-05-24 12:26:14
Straight quotation marks: odd number	10854363	por	Eles me responderam: “Por que um chapéu seria assustador?"	carlosalberto	2022-05-24 12:26:14	2022-05-24 12:26:14
Quotation marks: mixed curly and straight	10854363	por	Eles me responderam: “Por que um chapéu seria assustador?"	carlosalberto	2022-05-24 12:26:14	2022-05-24 12:26:14
English quotation marks: unclosed opening mark	10960163	por	“Entendeste o significado deste parágrafo?" "Sim, posso explicar-te, se quiseres."	carlosalberto	2022-07-03 11:22:19	2022-07-03 11:25:08
Straight quotation marks: odd number	10960163	por	“Entendeste o significado deste parágrafo?" "Sim, posso explicar-te, se quiseres."	carlosalberto	2022-07-03 11:22:19	2022-07-03 11:25:08
Quotation marks: mixed curly and straight	10960163	por	“Entendeste o significado deste parágrafo?" "Sim, posso explicar-te, se quiseres."	carlosalberto	2022-07-03 11:22:19	2022-07-03 11:25:08
Straight quotation marks: odd number	10960171	por	"Compreendeu o significado desse parágrafo? "Sim, posso explicar-lhe, se quiser".	carlosalberto	2022-07-03 11:24:33	2022-07-03 11:24:33
Final punctuation	10999792	por	Você estava ouvindo às escondidas	bill	2022-07-17 23:27:34	2022-07-17 23:27:34
Final punctuation	10999793	por	Vocês estavam ouvindo às escondidas	bill	2022-07-17 23:27:55	2022-07-17 23:27:55
Final punctuation	11015097	por	Este é o último	Laryssa	2022-07-22 18:29:21	2022-07-22 18:29:21
Final punctuation	11015099	por	Eu sou a última	Laryssa	2022-07-22 18:32:07	2022-07-22 18:32:07
Final punctuation	11017320	por	Boa pergunta	Laryssa	2022-07-23 13:16:42	2022-07-23 13:16:42
Final punctuation	11017321	por	Tenha um bom dia	Laryssa	2022-07-23 13:17:04	2022-07-23 13:17:04
Final punctuation	11017350	por	Ela me convidou para sair	Laryssa	2022-07-23 14:09:10	2022-07-23 14:09:10
Final punctuation	11017373	por	Pelo menos ele percebeu os próprios errros	Laryssa	2022-07-23 14:21:06	2022-07-23 14:21:06
Final punctuation	11017469	por	Sua tristeza é a minha tristeza	Laryssa	2022-07-23 14:58:02	2022-07-23 14:58:02
Final punctuation	11017567	por	Eu disse-lhes para usarem parenteses, não colchetes	Laryssa	2022-07-23 17:16:21	2022-07-23 17:16:21
Final punctuation	11017618	por	O ônibus chegou vazio	Laryssa	2022-07-23 17:57:54	2022-07-23 17:57:54
Final punctuation	11020656	por	Tom tentou encostar Mary com almofadas	Laryssa	2022-07-24 14:27:34	2022-07-24 14:27:34
Final punctuation	11083657	por	As coisas estão ficando feias	MrJuice	2022-08-27 22:03:27	2022-08-27 22:03:27
Capitalization	11104441	por	cadê as meninas?	sakifan	2022-09-09 01:06:17	2022-09-09 01:06:17
Capitalization	11104442	por	o nome do meu amigo alemão é Hans	sakifan	2022-09-09 01:08:21	2022-09-09 01:08:21
Final punctuation	11104442	por	o nome do meu amigo alemão é Hans	sakifan	2022-09-09 01:08:21	2022-09-09 01:08:21
Capitalization	11104458	por	já foi naquele restaurante?	sakifan	2022-09-09 01:26:39	2022-09-09 01:26:39
Final punctuation	11107258	por	Fui passar férias a Aveiro, no estado brasileiro Pará (PA)	Ana07	2022-09-09 20:51:37	2022-09-09 20:51:37
Final punctuation	11119247	por	Eu penso que tu deverias colocar uma gravata	Sgtdam	2022-09-15 19:26:12	2022-09-15 19:26:12
Final punctuation	11119249	por	Eu não imaginei que eu estaria nervoso	Sgtdam	2022-09-15 19:27:27	2022-09-15 19:27:27
English quotation marks: unclosed opening mark	11122413	por	"Você me entende?" “Eu o entendo porque você fala devagar."	carlosalberto	2022-09-17 11:59:51	2022-09-17 11:59:51
Straight quotation marks: odd number	11122413	por	"Você me entende?" “Eu o entendo porque você fala devagar."	carlosalberto	2022-09-17 11:59:51	2022-09-17 11:59:51
Quotation marks: mixed curly and straight	11122413	por	"Você me entende?" “Eu o entendo porque você fala devagar."	carlosalberto	2022-09-17 11:59:51	2022-09-17 11:59:51
English quotation marks: unclosed opening mark	11122570	por	"O garçom fala francês?" “Não, ele não fala francês, fala grego."	carlosalberto	2022-09-17 13:43:37	2022-09-17 13:43:37
Straight quotation marks: odd number	11122570	por	"O garçom fala francês?" “Não, ele não fala francês, fala grego."	carlosalberto	2022-09-17 13:43:37	2022-09-17 13:43:37
Quotation marks: mixed curly and straight	11122570	por	"O garçom fala francês?" “Não, ele não fala francês, fala grego."	carlosalberto	2022-09-17 13:43:37	2022-09-17 13:43:37
Final punctuation	11123837	por	Ele é um bom cão	Leas	2022-09-17 20:42:51	2022-09-17 20:42:51
Final punctuation	11123838	por	Estávamos caminhando e conversando	Leas	2022-09-17 20:44:08	2022-09-17 20:44:08
Final punctuation	11123841	por	Não consigo pensar em ninguém que odeie você mais do que o Tom	Leas	2022-09-17 20:51:53	2022-09-17 20:51:53
Final punctuation	11123844	por	Esqueçamos sobre ontem	Leas	2022-09-17 20:55:29	2022-09-17 20:55:29
Final punctuation	11123847	por	Eles/Elas querem um pouco de café	Leas	2022-09-17 20:58:31	2022-09-17 20:58:31
Final punctuation	11123852	por	Você sabe o que isto significa? Acho que é provavelmente francês	Leas	2022-09-17 21:02:04	2022-09-17 21:02:04
Final punctuation	11125054	por	Ela montou o motor	jvlopes91	2022-09-18 13:43:26	2022-09-18 13:43:26
Final punctuation	11209131	por	"Comeu?" "Sim, eu comi"	omniglotman	2022-10-26 21:06:38	2022-10-26 21:06:38
Misspelling: Algeria -> Argélia	11242667	por	Europeus podem investir na Algeria.	zWreXczV7J	2022-11-11 21:38:23	2022-11-11 21:38:23
Prime: possible homoglyph	11305432	por	Qualquer evento deste tipo é representado relativamente ao sistema de coordenadas K pela abscissa x e pelo instante t e relativamente ao sistema K′ pela abscissa x′ e pelo instante t′.	Cangarejo	2022-12-07 19:13:58	2022-12-08 17:13:17
Dieresis: not used	11320013	por	Atatürk nasceu em 1881 em Tessalônica.	carlosalberto	2022-12-11 21:24:28	2022-12-11 21:24:28
Straight quotation marks: odd number	11336756	por	Fundei uma religião na qual se acredita que a salvação requer que se vista de rosa e ande sobre as mãos." - "Devo me tornar um adepto, mas quero me vestir de verde e andar de pé."	ario_sana	2022-12-16 05:03:28	2022-12-16 06:09:52
Dieresis: not used	11338839	por	A casa onde Atatürk nasceu fica em Tessalônica.	carlosalberto	2022-12-16 19:15:39	2022-12-16 19:15:39
Final punctuation	11384802	por	Tom foi grosseiro	jvlopes91	2022-12-29 01:28:00	2022-12-29 01:28:00
Final punctuation	11478792	por	Quer um carro	lucasrochahq1	2023-01-22 17:09:02	2023-01-22 17:09:02
Final punctuation	11478797	por	Ele bebe pra caramba	lucasrochahq1	2023-01-22 17:14:11	2023-01-22 17:14:11
Capitalization	11478802	por	tomo café de manha	lucasrochahq1	2023-01-22 17:14:47	2023-01-22 17:14:47
Final punctuation	11478802	por	tomo café de manha	lucasrochahq1	2023-01-22 17:14:47	2023-01-22 17:14:47
Final punctuation	11499486	por	Ziri estava empolgada em ver aquela banda famosa tocar em Toronto	pedroB4rbosa	2023-01-31 15:07:15	2023-01-31 15:09:23
Question mark: preceeded by space	11505614	por	Quando você retornará a Boston ?	mcoutinho	2023-02-02 23:01:25	2023-02-02 23:01:25
Question mark: preceeded by space	11505616	por	Porque você os trocou ?	mcoutinho	2023-02-02 23:02:33	2023-02-02 23:02:33
Final punctuation	11505718	por	Tom foi alvejado por um tiro e morreu	mcoutinho	2023-02-03 00:56:00	2023-02-03 00:56:00
Exclamation mark: preceeded by space	11505727	por	Ama-me amanhã !	mcoutinho	2023-02-03 01:03:52	2023-02-03 01:03:52
Multiplication sign: possible homoglyph	11672409	por	Ian Nepomniachtchi, com as peças pretas, ganhou a segunda partida do match pelo Campeonato Mundial de Xadrez FIDE 2023, que se realiza em Astana, no Cazaquistão. Está, portanto, com 1 ponto de vantagem sobre seu adversário, Ding Liren (1,5 X 0,5).	carlosalberto	2023-04-10 22:49:17	2023-04-10 22:49:17
Multiplication sign: possible homoglyph	11686629	por	Segunda vitória de Ding Liren (brancas) no Campeonato Mundial de Xadrez FIDE 2023, empatando o match em 3 X 3. Até agora, 3 vitórias das brancas, 1 vitória das pretas e apenas 2 empates .	carlosalberto	2023-04-16 13:39:37	2023-04-16 13:52:10
Period: preceeded by space	11686629	por	Segunda vitória de Ding Liren (brancas) no Campeonato Mundial de Xadrez FIDE 2023, empatando o match em 3 X 3. Até agora, 3 vitórias das brancas, 1 vitória das pretas e apenas 2 empates .	carlosalberto	2023-04-16 13:39:37	2023-04-16 13:52:10
Parentheses: opening mark preceeded by letter or digit	11693364	por	Se estudos adequados e bem controlados em mulheres grávidas não tiverem demonstrado um risco para o feto no primeiro trimestre de gravidez (e não houver evidência de risco em trimestres posteriores), a rotulagem deverá declarar: "Estudos em mulheres grávidas não demonstraram que (nome do medicamento) aumenta o risco de anomalias fetais se administrado durante o primeiro (segundo, terceiro ou todos os) trimestre(s) de gravidez."	Cangarejo	2023-04-19 11:16:10	2023-06-16 16:36:07
